ID,Use,industry,industry.group,site,unit,BP.cal.median,C14.mean,C14.SD,C14.COV,calib.curve,sample.id,material,delta 13,method&id,comments,citation,country,region
875,0,Gravettian,Gravettian,Nerja,fixedlighting points in Concavidad 15,27928,23800,140,0.0059,intcal20,Beta-271211,Pinus cf sylvestris/nigra,NA,AMS 5816,No stratigraphic context: Art,"Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39.,P@lethnologie 5,2013: 224,Medi-Alcaida M.A. e.a. C.R. Palevol 2015 ip,",Spain,Southwest
876,0,Middle Solutrean,Solutrean,Nerja,Cervus figure de quadrup‡∏£‡∏àde associ‡∏£‡∏âe (Ne.241),23950,19900,210,0.0106,intcal20,GifA-98191,charcoal,NA,AMS 3483,No stratigraphic context: Art,"Jorda Pardo J. e. a. 2006. In: Miscelanea en homeje a Victoria Cabrera. Alcala de Heres: 578-597. Jorda Pardo J. e. a. 2008. UNED1: 239-256. Garate Maidagan D. e.a. 2011. Zephyrus 68: 15-39.,P@lethnologie 5,2013: 224,",Spain,Southwest
877,1,Geometric Mesolithic,Mesolithic,Nerja,NM11,8318,7500,40,0.0053,intcal20,Beta-284148,NA,NA,NA,NA,Peña-Chocarro et al. 2013,Spain,Southwest
878,1,Magdalenian,Magdalenian,Nerja,NM,13551,11700,50,0.0041,intcal20,Beta-307268,NA,NA,NA,date not published,J.E. Aura,Spain,Southwest
879,1,Magdalenian,Magdalenian,Nerja,NM,14064,12160,50,0.0041,intcal20,Beta-307267,NA,NA,NA,date not published,J.E. Aura,Spain,Southwest
880,1,Magdalenian,Magdalenian,Nerja,NM16,14136,12235,35,0.0029,intcal20,NA,NA,NA,NA,NA,"Ávarez-Fernández et al.,2014",Spain,Southwest
881,1,Upper Magdalenian,Magdalenian,Nerja,NM 16,13876,11970,50,0.0042,intcal20,Beta-313434,charcoal Quercus sp.,NA,AMS 5819,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
882,1,Upper Magdalenian,Magdalenian,Nerja,NM 16,14149,12231,55,0.0045,intcal20,Sanu-21924,Pinus pinea kernel husk,NA,AMS 5821,NA,"Ávarez-Fernández et al.,2014",Spain,Southwest
883,1,Upper Magdalenian,Magdalenian,Nerja,NM 16,14030,12136,64,0.0053,intcal20,SANU-21923,burnt pine kernel husk,NA,AMS 5820,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Jorda Pardo J. e. a. 2008. UNED1: 239-256. Alvarez Ferndez E. 2013. QI,ip",Spain,Southwest
884,1,Upper Magdalenian,Magdalenian,Nerja,NM 16e,13954,12060,150,0.0124,intcal20,UGrA-147,charcoal,NA,Conv 14C 4724,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
885,1,Upper Magdalenian,Magdalenian,Nerja,NM 16e,13728,11850,190,0.016,intcal20,UBAR-97,charcoal,NA,Conv 14C 4723,NA,"Jourl of World Prehistory 12,1998: 121-198,Jorda Pardo J. e. a. 2008. UNED1: 239-256.",Spain,Southwest
886,1,Upper Magdalenian,Magdalenian,Nerja,NM 16e,14378,12270,220,0.0179,intcal20,UGrA-98,charcoal,NA,Conv 14C 4725,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
887,1,Geometric Mesolithic,Mesolithic,Nerja,NM8,7970,7150,40,0.0056,intcal20,Beta-284146,NA,NA,NA,NA,Peña-Chocarro et al. 2013,Spain,Southwest
888,1,Geometric Mesolithic,Mesolithic,Nerja,NT,8409,7620,40,0.0052,intcal20,Beta-193271,NA,NA,NA,NA,"Jorda Pardo & Aura Tortosa,2006",Spain,Southwest
889,1,Epimagdalenian,Magdalenian,Nerja,Perfil Sur 2004 NT 16,12804,10890,50,0.0046,intcal20,Beta-195996,charcoal,NA,AMS 3273,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
890,1,Upper Magdalenian,Magdalenian,Nerja,Perfil Sur 2004; NT-17,13676,11810,40,0.0034,intcal20,Beta-193273,charcoal,NA,AMS 3817,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
891,1,Mesolithic,Mesolithic,Nerja,NV,8065,7240,80,0.011,intcal20,Ly-5217,NA,NA,NA,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
892,1,Mesolithic,Mesolithic,Nerja,NV,8411,7610,90,0.0118,intcal20,GifA102010,NA,NA,NA,NA,Jorda & Aura 2008,Spain,Southwest
893,1,Gravettian,Gravettian,Nerja,NV 11,28960,24730,250,0.0101,intcal20,GifA-102023,charcoal Pinus,NA,AMS 3823,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
894,1,Gravettian,Gravettian,Nerja,13 a+b,25989,21760,970,0.0446,intcal20,UBAR-341,charcoal,NA,Conv 14C 2347,date too young for associated industry,"Villaverde,V.,et al. 1998 . (ourl of World Prehistory,12: 121-98,",Spain,Southwest
895,1,Gravettian,Gravettian,Nerja,NV 13c,28745,24480,110,0.0045,intcal20,Beta-131576,Pinus,NA,AMS 3482,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
896,1,Gravettian/Aurignacian/Early Upper Palaeolithic,Aurignacian,Nerja,NV 13,28367,24200,200,0.0083,intcal20,Beta-189080,Pinus cf. pinea,NA,AMS 3481,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
897,1,Mesolithic,Mesolithic,Nerja,NV 3,11885,10700,120,0.0112,marine20,GifA-102009,Mytilus,NA,AMS 3811,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
898,1,Epipalaeolithic,Epipaleolithic,Nerja,NV 4c,11547,10040,40,0.004,intcal20,Beta-156020,Capra pyrenaica,NA,AMS 3810,NA,Jorda Pardo J. e. a. 2008. UNED1: 239-256.,Spain,Southwest
899,1,Epipalaeolithic,Epipaleolithic,Nerja,NV 4,13914,12030,100,0.0083,intcal20,GifA-102016,charcoal,NA,AMS 3819,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
900,1,Epipalaeolithic,Epipaleolithic,Nerja,NV 4,12329,10450,110,0.0105,intcal20,GifA-102013,charcoal,NA,AMS 3815,NA,Jorda Pardo J. e. a. 2008. UNED1: 239-256.,Spain,Southwest
901,1,Epipalaeolithic,Epipaleolithic,Nerja,NV 4,12831,10860,160,0.0147,intcal20,UBAR-153,charcoal,NA,Conv 14C 4391,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
902,1,epipalaeolithic,Epipaleolithic,Nerja,NV 4,11719,10600,90,0.0085,marine20,GifA-102015,Mytillus,NA,AMS 3812,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
903,1,Upper Magdalenian,Magdalenian,Nerja,5,13810,11930,160,0.0134,intcal20,UBAR-154,charcoal,NA,Conv 14C 4392,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
904,1,Magdalenian,Magdalenian,Nerja,NV 6,14175,12190,150,0.0123,intcal20,UBAR-155,charcoal,NA,Conv 14C 4722,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
905,1,Upper Magdalenian/Magdalenian,Magdalenian,Nerja,NV 7,14044,12130,130,0.0107,intcal20,UBAR-156,charcoal,NA,Conv 14C 4394,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Jorda Pardo J. e. a. 2008. UNED1: 239-256.",Spain,Southwest
906,0,Upper Solutrean,Solutrean,Nerja,"8i,",14430,12360,60,0.0049,intcal20,Beta-189081,Pinus pinea,NA,AMS 3480,questionable industry association,"Aura Tortosa et al.,2006",Spain,Southwest
907,0,Solutrean,Solutrean,Nerja,NV 8,13778,11910,110,0.0092,intcal20,GifA-102019,charcoal,NA,AMS 3818,questionable industry association,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
908,0,Upper Solutrean,Solutrean,Nerja,"8i,",19311,15990,260,0.0163,intcal20,UBAR-157,charcoal,NA,Conv 14C 4740,questionable industry association,x 2006. Zephyrus 59: 67-88. Jorda Pardo J. e. a. 2008. UNED1: 239-256.,Spain,Southwest
909,1,Solutrean,Solutrean,Nerja,NV 8,21778,17940,200,0.0111,intcal20,UBAR-99,charcoal,NA,Conv 14C 4746,NA,"Jourl of World Prehistory 12,1998: 121-198,",Spain,Southwest
910,1,Middle Solutrean/Upper Solutran,Solutrean,Nerja,8k + l,22282,18420,530,0.0288,intcal20,UBAR-158,charcoal,NA,Conv 14C 4747,NA,"Villaverde,V.,et al. 1998 . (ourl of World Prehistory,12: 121-98,",Spain,Southwest
911,1,(Lower) Solutrean,Solutrean,Nerja,NV 9,25471,21140,190,0.009,intcal20,GifA-102021,charcoal Pinus,NA,AMS 3822,NA,"Jorda Pardo & Aura Tortosa,2008",Spain,Southwest
912,1,Magdalenian,Magdalenian,Niaux,small bison n‡∏¢‡∏ê 54,16793,13850,150,0.0108,intcal20,GifA-92501,small bison n‡∏¢‡∏ê 54,NA,AMS 1336,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",France,N Central
913,1,Magdalenian,Magdalenian,Niaux,small bison n‡∏¢‡∏ê 54,16642,13740,190,0.0138,intcal20,GifA-92504,small bison humic acid fraction,NA,AMS 1337,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",France,N Central
914,1,Magdalenian,Magdalenian,Niaux,from surface,11808,10150,200,0.0197,intcal20,Gif-1940,charcoal,NA,Conv 14C 7356,NA,"Delibrias G. e.a. RADIOCARBON,VOL. 16,No. 1,1974,P. 15-94",France,N Central
915,1,Magdalenian,Magdalenian,Niaux,from surface on gravel at foot of wall of great hall.,11329,9850,230,0.0234,intcal20,Gif-1937,charcoal,NA,Conv 14C 513,NA,"Delibrias G. e.a. RADIOCARBON,VOL. 16,No. 1,1974,P. 15-94",France,N Central
916,1,Magdalenian,Magdalenian,Niaux,from surface-Fragment of branch lying on rock at entrance of great hall.,11742,10100,250,0.0248,intcal20,Gif-1939,charcoal,NA,Conv 14C 1859,NA,"Delibrias G. e.a. RADIOCARBON,VOL. 16,No. 1,1974,P. 15-94",France,N Central
917,1,Epigravettian,Magdalenian,Nicchia Gamba,NA,19178,16630,230,0.0138,marine20,F-25,shell,NA,Conv 14C 7355,NA,Azzi et al. 1973,Italy,Southeast
918,1,Magdalenian,Magdalenian,Oeil,NA,9152,8200,160,0.0195,intcal20,Gif-1772,NA,NA,NA,date too young for associated industry,NA,France,N Central
919,1,Late Epigravettian,Magdalenian,Oriente,7,14022,12132,80,0.0066,intcal20,NA,NA,NA,AMS 6353,NA,Martini F. e.a. 2009. Jourl of Mediterranean Geography 112: 89-94.,Italy,Southeast
920,1,Final Epigravettian 1,Magdalenian,Ortucchio,NA,14899,12619,410,0.0325,intcal20,Pi-23,NA,NA,Conv 14C 7003,NA,Holt B. e.a. 2008. Yearbook of Physical Anthropology 51: 70-99.,Italy,Southeast
921,1,Solutrean Upper,Solutrean,Oullins,NA,24161,20060,450,0.0224,intcal20,Ly-1985,NA,NA,Conv 14C 2058,NA,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
922,1,Solutrean,Solutrean,Oullins,NA,24006,19917,917,0.046,intcal20,NA,NA,NA,NA,NA,NA,France,N Central
923,1,Magdalenian,Magdalenian,Oullins,10,24053,20050,110,0.0055,intcal20,OxA-22472,NA,NA,AMS 5273,NA,Bazile 2011. Paleo.,France,N Central
924,1,Solutrean lower,Solutrean,Oullins,6,23343,19360,420,0.0217,intcal20,Ly-798,bone,NA,Conv 14C 1809,NA,NA,France,N Central
925,1,Mesolithic,Mesolithic,Oullins,7a,10923,9600,160,0.0167,intcal20,MC-2086,NA,NA,Conv 14C 7352,NA,NA,France,N Central
926,1,Solutrean lower,Solutrean,Oullins,7,23707,19710,400,0.0203,intcal20,Ly-799,bone,NA,Conv 14C 2056,NA,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
927,1,Solutrean middle,Solutrean,Oullins,9,24161,20060,450,0.0224,intcal20,Ly-1983,bone,NA,Conv 14C 2057,NA,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
928,1,Upper Magdalenian,Magdalenian,Oullins,B1,11645,10080,140,0.0139,intcal20,Gif-6015,charcoal,NA,Conv 14C 3843,NA,NA,France,N Central
929,1,Magdalenian,Magdalenian,Oullins,Fond CCL 1,19926,16500,350,0.0212,intcal20,Gif-6017,charcoal,NA,Conv 14C 2677,NA,Badora,France,N Central
930,1,Solutrean Upper,Solutrean,Oullins,D,15266,12800,180,0.0141,intcal20,Gif-6016,NA,NA,Conv 14C 7351,from Magdalenian?,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
931,1,Solutrean Upper,Solutrean,Oullins,D,25197,20920,300,0.0143,intcal20,MC-2358,NA,NA,Conv 14C 2060,NA,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
932,1,Solutrean Upper,Solutrean,Oullins,d 2,24214,20100,500,0.0249,intcal20,Ly-1984,bone,NA,Conv 14C 2059,NA,"Onoratini,G and Reult-Miskovsky,J,Pr‡∏£‡∏âhistoire et environnement du paleolithique superieur du sud-est de la France,in: European late pleistocene,isotope stages 2 and 3: humans,their ecology & cultural adaptations,p131-174",France,N Central
933,1,Epipaleolithic,Epipaleolithic,Oullins,III paleo fin,7511,6630,110,0.0166,intcal20,Gif-6014,NA,NA,NA,date too young for associated industry,NA,France,N Central
934,1,Gravettian,Gravettian,Pagliano,NA,27710,23500,400,0.017,intcal20,ROM-144,NA,NA,Conv 14C 3931,NA,"Mussi M.,2000. Heading South. In: Hunters of the Golden Age: 355-374",Italy,Southeast
935,1,Early Epigravettian,Magdalenian,Paglicci,10,18598,15320,250,0.0163,intcal20,F-68,NA,NA,Conv 14C 4473,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Milliken S.,1998. Oxford Jourl of Archaeology 17: 269-287.",Italy,Southeast
936,1,Epigravettian,Magdalenian,Paglicci,12C,19055,15730,330,0.021,intcal20,GrN-14317,charcoal,NA,Conv 14C 4013,NA,NA,Italy,Southeast
937,1,Epigravettian,Magdalenian,Paglicci,12A,19291,15950,350,0.0219,intcal20,GrN-14316,charcoal,NA,Conv 14C 4012,NA,NA,Italy,Southeast
938,1,Epigravettian,Magdalenian,Paglicci,13A,18774,15480,150,0.0097,intcal20,GrN-14318,charcoal,NA,Conv 14C 4014,NA,NA,Italy,Southeast
939,1,Epigravettian,Magdalenian,Paglicci,13C,19294,15990,160,0.01,intcal20,GrN-14320,charcoal,NA,Conv 14C 4016,NA,NA,Italy,Southeast
940,1,Epigravettian,Magdalenian,Paglicci,13D,19337,16030,190,0.0119,intcal20,GrN-14321,charcoal,NA,Conv 14C 4017,NA,NA,Italy,Southeast
941,1,Epigravettian,Magdalenian,Paglicci,13B,19708,16310,350,0.0215,intcal20,GrN-14319,charcoal,NA,Conv 14C 4015,NA,NA,Italy,Southeast
942,1,Epigravettian,Magdalenian,Paglicci,14B,19239,15930,200,0.0126,intcal20,GrN-14322,charcoal,NA,Conv 14C 4018,NA,NA,Italy,Southeast
943,1,Epigravettian,Magdalenian,Paglicci,15B,19639,16260,160,0.0098,intcal20,GrN-14324,charcoal,NA,Conv 14C 4020,NA,NA,Italy,Southeast
944,1,Epigravettian,Magdalenian,Paglicci,15A,19044,15750,160,0.0102,intcal20,GrN-14323,charcoal,NA,Conv 14C 4019,NA,NA,Italy,Southeast
945,0,NA,NA,Paglicci,16b3,20508,16970,150,0.0088,intcal20,GrN-14870,NA,NA,Conv 14C 4461,industry association not specified,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
946,0,NA,NA,Paglicci,16c2,20357,16850,150,0.0089,intcal20,GrN-14873,NA,NA,Conv 14C 4458,industry association not specified,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
947,0,NA,NA,Paglicci,16b7,19896,16480,150,0.0091,intcal20,GrN-14872,NA,NA,Conv 14C 4459,industry association not specified,NA,Italy,Southeast
948,1,Epigravettian,Magdalenian,Paglicci,16A 3-1,20166,16690,150,0.009,intcal20,GrN-14325,charcoal,NA,Conv 14C 4021,NA,NA,Italy,Southeast
949,1,Lower Shouldered Epigravettian,Magdalenian,Paglicci,16B5,20238,16750,150,0.009,intcal20,GrN-14871,NA,NA,Conv 14C 4298,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
950,1,Epigravettian,Magdalenian,Paglicci,16B 3,19863,16450,190,0.0116,intcal20,GrN-14326,charcoal,NA,Conv 14C 4022,NA,NA,Italy,Southeast
951,0,NA,NA,Paglicci,17e,20469,16940,160,0.0094,intcal20,GrN-14876,NA,NA,Conv 14C 4455,industry association not specified,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
952,0,NA,NA,Paglicci,17b,20405,16890,160,0.0095,intcal20,GrN-14874,NA,NA,Conv 14C 4457,industry association not specified,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
953,0,NA,NA,Paglicci,17f,20283,16790,160,0.0095,intcal20,GrN-14877,NA,NA,Conv 14C 4454,industry association not specified,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
954,1,Lower Gravettian with foliates,Gravettian,Paglicci,17 D1,20605,17050,160,0.0094,intcal20,GrN-14875,NA,NA,Conv 14C 4299,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
955,1,Epigravettian,Magdalenian,Paglicci,17 e,23546,19600,300,0.0153,intcal20,NA,NA,NA,Conv 14C 3914,NA,"Mussi M.,2000. Heading South. In: Hunters of the Golden Age: 355-374",Italy,Southeast
956,0,NA,NA,Paglicci,18b3,24264,20160,310,0.0154,intcal20,F-45,charcoal,NA,Conv 14C 4453,industry association not specified,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
957,1,Final Gravettian,Gravettian,Paglicci,18b2,20748,17200,150,0.0087,intcal20,R-1324,NA,NA,Conv 14C 7349,NA,NA,Italy,Southeast
958,1,Final Gravettian,Gravettian,Paglicci,18b2,24314,20200,305,0.0151,intcal20,F-44,burnt bone,NA,Conv 14C 4452,NA,NA,Italy,Southeast
959,1,Final Gravettian,Gravettian,Paglicci,18b2,17379,14260,280,0.0196,intcal20,F-43,charcoal & charred bone,NA,Conv 14C 4814,NA,NA,Italy,Southeast
960,0,NA,NA,Paglicci,19a,24950,20730,290,0.014,intcal20,F-46,charcoal,NA,Conv 14C 4451,industry association not specified,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
961,0,NA,NA,Paglicci,20b,25527,21260,340,0.016,intcal20,F-47,charcoal,NA,Conv 14C 4450,industry association not specified,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
962,1,Perigordian Vb evolved Gravettian,Gravettian,Paglicci,20c,26402,22110,330,0.0149,intcal20,F-49,burnt bone,NA,Conv 14C 4449,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
963,1,Perigordian Vb evolved Gravettian,Gravettian,Paglicci,20c,26533,22220,360,0.0162,intcal20,F-48,charcoal,NA,Conv 14C 4448,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
964,1,Gravettian,Gravettian,Paglicci,20de,26877,22630,390,0.0172,intcal20,F-50,charcoal,NA,Conv 14C 4443,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
965,0,NA,NA,Paglicci,21a,27306,23040,380,0.0165,intcal20,F-58,charcoal,NA,Conv 14C 4447,industry association not specified,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
966,1,Gravettian,Gravettian,Paglicci,21b-burial PAIII,27671,23470,370,0.0158,intcal20,F-57,charcoal,NA,Conv 14C 3922,NA,"Mussi M.,2000. Heading South. In: Hunters of the Golden Age: 355-374 Ronchitelli A. e.a. 2015. QI 359-360: 432-441.",Italy,Southeast
967,1,Gravettian,Gravettian,Paglicci,21c,28016,23780,390,0.0164,intcal20,F-54,charcoal,NA,Conv 14C 4444,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.Ronchitelli A. e.a. 2015. QI 359-360: 432-441.",Italy,Southeast
968,1,Gravettian,Gravettian,Paglicci,21c,27984,23750,390,0.0164,intcal20,F-53,NA,NA,NA,NA,NA,Italy,Southeast
969,1,Gravettian,Gravettian,Paglicci,21c,28403,24219,410,0.0169,intcal20,F-56,burnt bones,NA,Conv 14C 4445,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.Ronchitelli A. e.a. 2015. QI 359-360: 432-441.",Italy,Southeast
970,1,Gravettian,Gravettian,Paglicci,21c,28395,24210,410,0.0169,intcal20,F-54,NA,NA,NA,NA,NA,Italy,Southeast
971,1,Gravettian,Gravettian,Paglicci,21d- burial PA II,28948,24720,420,0.017,intcal20,F-55,charcoal,NA,Conv 14C 4442,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Ronchitelli A. e.a. 2015. QI 359-360: 432-441.",Italy,Southeast
972,1,Gravettian,Gravettian,Paglicci,22 b,30953,26800,300,0.0112,intcal20,UtC-1412,charcoal,NA,AMS 7061,NA,"Mussi M.,2000. Heading South. In: Hunters of the Golden Age: 355-374 Ronchitelli A. e.a. 2015. QI 359-360: 432-441.",Italy,Southeast
973,1,Gravettian,Gravettian,Paglicci,22 f4,32488,28300,400,0.0141,intcal20,?,NA,NA,Conv 14C 4440,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
974,1,Gravettian,Gravettian,Paglicci,23 a,32233,28100,400,0.0142,intcal20,UtC-1414,NA,NA,AMS 5797,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
975,1,Gravettian,Gravettian,Paglicci,23 B,30545,26300,400,0.0152,intcal20,UtC-1415,NA,NA,AMS 5798,NA,"Mussi M.,2000. Heading South. In: Hunters of the Golden Age: 355-374. U. Wierer / Quaterry Intertiol 288 (2013) 215-238",Italy,Southeast
976,1,Aurignacian,Aurignacian,Paglicci,24 AI,33648,29300,600,0.0205,intcal20,UtC-,coprolite,NA,Conv 14C 3929,NA,"Mussi M.,2000. Heading South. In: Hunters of the Golden Age: 355-374",Italy,Southeast
977,1,Final Epigravettian,Magdalenian,Paglicci,3a,13322,11440,180,0.0157,intcal20,F-94,NA,NA,Conv 14C 4482,NA,"Milliken S.,1998. Oxford Jourl of Archaeology 17: 269-287.",Italy,Southeast
978,0,NA,NA,Paglicci,4,13845,11950,190,0.0159,intcal20,F-95,NA,NA,Conv 14C 4481,industry association not specified,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris.",Italy,Southeast
979,1,Final Epigravettian,Magdalenian,Paglicci,5bc,16424,13590,200,0.0147,intcal20,F-96,NA,NA,Conv 14C 4480,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Milliken S.,1998. Oxford Jourl of Archaeology 17: 269-287.",Italy,Southeast
980,1,Final Epigravettian,Magdalenian,Paglicci,6a,17395,14270,230,0.0161,intcal20,F-64,NA,NA,Conv 14C 4479,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Milliken S.,1998. Oxford Jourl of Archaeology 17: 269-287.",Italy,Southeast
981,1,Final Epigravettian,Magdalenian,Paglicci,7,18074,14820,210,0.0142,intcal20,F-65,NA,NA,Conv 14C 4476,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Milliken S.,1998. Oxford Jourl of Archaeology 17: 269-287.",Italy,Southeast
982,1,Evolved Epigravettian,Magdalenian,Paglicci,8,18745,15460,220,0.0142,intcal20,F-66,NA,NA,Conv 14C 4475,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Milliken S.,1998. Oxford Jourl of Archaeology 17: 269-287.",Italy,Southeast
983,1,Evolved Epigravettian,Magdalenian,Paglicci,9,18543,15270,220,0.0144,intcal20,F-67,NA,NA,Conv 14C 4474,NA,"Djindjian F.,J. Kozlowski & M. Otte 1999. Le Paleolithique superieur en Europe. Armand Colin,Paris. Milliken S.,1998. Oxford Jourl of Archaeology 17: 269-287. Satta S.,Reult-Miskovsky J.,1985. Bull. AFEQ,4 : 219-227",Italy,Southeast
984,1,Upper Epigravettian,Magdalenian,Palidoro,B 1,16945,13950,100,0.0072,intcal20,R-944 a,NA,NA,Conv 14C 4429,NA,NA,Italy,Southeast
